Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
6479413,00000096,false,Rx,0,8,95,1A,01,A1,00,00,00,00,
6479658,000000EF,false,Rx,0,8,00,00,0E,4F,F4,00,00,00,
6479917,000000FB,false,Rx,0,8,00,05,00,00,00,00,00,00,
6480168,00000109,false,Rx,0,8,00,00,00,00,00,0D,00,01,
6480408,0000000D,false,Rx,0,8,91,07,03,E8,03,E8,00,00,
6480653,00000041,false,Rx,0,8,4A,00,00,00,00,00,00,00,
6480893,00000067,false,Rx,0,8,7E,31,00,00,00,00,00,00,
6481155,00000143,false,Rx,0,8,60,0A,01,A1,4D,40,01,A6,
6481371,00000204,false,Rx,0,8,D8,09,00,00,00,00,00,00,
6481611,000002DD,false,Rx,0,8,63,0A,FF,40,0F,FC,00,00,
6481857,000000A3,false,Rx,0,8,DB,03,00,00,00,00,00,00,
6482155,00000066,false,Rx,0,8,00,00,00,00,00,00,00,00,
6482347,000000D9,false,Rx,0,8,00,00,09,A6,01,01,00,00,
6482587,000000DB,false,Rx,0,8,00,52,00,00,01,A6,00,00,
6482840,00000110,false,Rx,0,8,00,00,00,01,83,60,02,6D,
6483168,00000130,false,Rx,0,8,00,00,00,20,00,4B,00,00,
6483342,00000132,false,Rx,0,8,00,00,00,00,00,00,00,00,
6483582,00000072,false,Rx,0,8,00,00,00,00,05,9D,01,A5,
6483823,00000134,false,Rx,0,8,00,00,00,00,00,00,0F,FF,
6484073,00000149,false,Rx,0,8,00,00,00,00,00,00,08,46,
6484315,0000015B,false,Rx,0,8,00,08,00,01,00,6C,00,96,
6484555,00000160,false,Rx,0,8,00,00,00,28,1F,D8,0F,FF,
6484795,00000162,false,Rx,0,8,00,1C,28,01,28,73,00,00,
6485042,00000164,false,Rx,0,8,00,00,00,00,00,3D,0A,6D,
6485280,00000013,false,Rx,0,8,4D,01,00,00,C0,00,00,00,
6485521,000000AA,false,Rx,0,8,19,0A,00,FA,3F,FE,3F,FF,
6485772,00000166,false,Rx,0,8,00,00,03,C0,00,00,00,00,
6486004,00000044,false,Rx,0,8,49,34,0B,4A,FF,4F,00,00,
6486246,00000063,false,Rx,0,8,00,00,00,00,00,00,00,00,
6486498,00000065,false,Rx,0,8,00,00,00,00,00,00,00,00,
6486738,00000092,false,Rx,0,8,44,0B,00,06,10,00,28,00,
6486987,000000A2,false,Rx,0,8,21,03,00,00,00,00,24,09,
6487238,000000A4,false,Rx,0,8,00,00,00,00,27,FE,10,00,
6487496,000000A8,false,Rx,0,8,38,0B,00,07,00,00,00,00,
6487737,000002DD,false,Rx,0,8,25,0B,FF,40,0F,FC,00,00,
6487963,00000400,false,Rx,0,8,62,51,91,33,05,09,29,45,
6488209,00000595,false,Rx,0,8,95,00,FF,FF,FF,FF,FF,FF,
6490167,00000041,false,Rx,0,8,C5,01,00,00,00,00,00,00,
