;$FILEVERSION=1.1
;$STARTTIME=43602.8098728588
;
;   F:\pcanview\pexic_start.trc
;
;   Start time: 17/05/2019 19:26:13.015.0
;   Generated by PCAN-View v4.2.2.555
;
;   Message Number
;   |         Time Offset (ms)
;   |         |        Type
;   |         |        |        ID (hex)
;   |         |        |        |     Data Length
;   |         |        |        |     |   Data Bytes (hex) ...
;   |         |        |        |     |   |
;---+--   ----+----  --+--  ----+---  +  -+ -- -- -- -- -- -- --
  1925)     12260.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1926)     12274.0  Rx         0210  7  FF FF 30 28 90 00 E8 
  1927)     12274.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1928)     12279.6  Rx         0301  8  00 01 0F 3C 00 34 00 AA 
  1929)     12279.8  Rx         0302  8  00 00 00 00 09 54 08 A2 
  1930)     12280.0  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  1931)     12280.3  Rx         0305  8  00 00 01 40 00 00 00 00 
  1932)     12280.6  Rx         0303  8  0F 59 04 5C 06 00 00 00 
  1933)     12288.0  Rx         0210  7  FF FF 30 28 90 00 E9 
  1934)     12288.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1935)     12302.0  Rx         0210  7  FF FF 30 28 90 00 EA 
  1936)     12302.3  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1937)     12302.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1938)     12316.1  Rx         0210  7  FF FF 30 28 90 00 EB 
  1939)     12316.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1940)     12319.6  Rx         0251  8  40 00 00 00 00 00 00 00 
  1941)     12326.7  Rx         0250  8  08 00 40 00 00 00 00 00 
  1942)     12327.1  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  1943)     12327.4  Rx         0441  8  00 00 00 00 00 00 00 00 
  1944)     12327.8  Rx         0442  8  00 00 00 00 00 00 00 00 
  1945)     12328.1  Rx         0443  8  00 00 00 00 00 00 00 00 
  1946)     12328.5  Rx         0444  8  00 00 00 00 00 00 00 00 
  1947)     12329.6  Rx         0263  6  00 00 24 76 0D 00 
  1948)     12330.0  Rx         0210  7  FF FF 30 28 90 00 EC 
  1949)     12330.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1950)     12339.6  Rx         0265  8  FF FF 00 00 00 36 00 00 
  1951)     12344.0  Rx         0210  7  FF FF 30 28 90 00 ED 
  1952)     12344.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1953)     12349.6  Rx         0310  3  02 00 00 
  1954)     12354.6  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  1955)     12354.8  Rx         0611  8  06 72 00 62 ED ED E7 F8 
  1956)     12358.1  Rx         0210  7  FF FF 30 28 90 00 EE 
  1957)     12358.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1958)     12369.6  Rx         0359  8  05 00 00 EC 00 00 00 00 
  1959)     12372.1  Rx         0210  7  FF FF 30 28 90 00 EF 
  1960)     12372.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1961)     12386.1  Rx         0210  7  FF FF 30 28 90 00 F0 
  1962)     12386.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1963)     12400.1  Rx         0210  7  FF FF 30 28 90 00 F1 
  1964)     12400.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1965)     12401.8  Rx         0023  1  40 
  1966)     12402.2  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1967)     12414.1  Rx         0210  7  FF FF 30 28 90 00 F2 
  1968)     12414.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1969)     12419.7  Rx         0251  8  40 00 00 00 00 00 00 00 
  1970)     12426.8  Rx         0250  8  08 00 40 00 00 00 00 00 
  1971)     12428.1  Rx         0210  7  FF FF 30 28 90 00 F3 
  1972)     12428.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1973)     12429.7  Rx         0264  8  00 10 41 00 01 01 00 00 
  1974)     12432.9  Rx         0408  8  0E 02 84 10 80 18 76 0B 
  1975)     12433.5  Rx         040B  8  00 00 05 00 00 00 60 00 
  1976)     12439.7  Rx         0265  8  FF FF 00 00 00 36 00 00 
  1977)     12442.1  Rx         0210  7  FF FF 30 28 90 00 F4 
  1978)     12442.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1979)     12449.6  Rx         0311  2  00 00 
  1980)     12456.1  Rx         0210  7  FF FF 30 28 90 00 F5 
  1981)     12456.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1982)     12470.1  Rx         0210  7  FF FF 30 28 90 00 F6 
  1983)     12470.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1984)     12479.6  Rx         0301  8  00 01 0F 3C 00 34 00 AA 
  1985)     12479.8  Rx         0302  8  00 00 00 00 09 54 08 A2 
  1986)     12480.1  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  1987)     12480.3  Rx         0305  8  00 00 01 40 00 00 00 00 
  1988)     12480.6  Rx         0303  8  0F 59 04 5C 06 00 00 00 
  1989)     12484.1  Rx         0210  7  FF FF 30 28 90 00 F7 
  1990)     12484.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1991)     12498.1  Rx         0210  7  FF FF 30 28 90 00 F8 
  1992)     12498.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1993)     12501.7  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1994)     12512.1  Rx         0210  7  FF FF 30 28 90 00 F9 
  1995)     12512.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1996)     12519.7  Rx         0251  8  40 00 00 00 00 00 00 00 
  1997)     12526.1  Rx         0210  7  FF FF 30 28 90 00 FA 
  1998)     12526.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1999)     12526.9  Rx         0250  8  08 00 40 00 00 00 00 00 
  2000)     12527.3  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  2001)     12527.7  Rx         0441  8  00 00 00 00 00 00 00 00 
  2002)     12528.0  Rx         0442  8  00 00 00 00 00 00 00 00 
  2003)     12528.4  Rx         0443  8  00 00 00 00 00 00 00 00 
  2004)     12528.8  Rx         0444  8  00 00 00 00 00 00 00 00 
  2005)     12529.7  Rx         0265  8  FF FF 00 00 00 36 00 00 
  2006)     12539.6  Rx         0310  3  02 00 00 
  2007)     12540.2  Rx         0210  7  FF FF 30 28 90 00 FB 
  2008)     12540.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2009)     12554.2  Rx         0210  7  FF FF 30 28 90 00 FC 
  2010)     12554.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2011)     12554.6  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  2012)     12554.9  Rx         0611  8  06 72 00 62 ED ED E7 F7 
  2013)     12559.7  Rx         0359  8  05 00 00 EC 00 00 00 00 
  2014)     12568.2  Rx         0210  7  FF FF 30 28 90 00 FD 
  2015)     12568.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2016)     12582.2  Rx         0210  7  FF FF 30 28 90 00 FE 
  2017)     12582.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2018)     12596.2  Rx         0210  7  FF FF 30 28 90 00 FF 
  2019)     12596.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2020)     12601.5  Rx         0023  1  40 
  2021)     12601.8  Rx         0460  8  03 E0 00 00 00 00 00 00 
  2022)     12610.2  Rx         0210  7  FF FF 30 28 90 00 00 
  2023)     12610.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2024)     12619.7  Rx         0251  8  40 00 00 00 00 00 00 00 
  2025)     12624.2  Rx         0210  7  FF FF 30 28 90 00 01 
  2026)     12624.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2027)     12627.0  Rx         0250  8  08 00 40 00 00 00 00 00 
  2028)     12629.8  Rx         0264  8  00 10 41 00 01 01 00 00 
  2029)     12638.2  Rx         0210  7  FF FF 30 28 90 00 02 
  2030)     12638.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2031)     12639.8  Rx         0265  8  FF FF 00 00 00 36 00 00 
  2032)     12649.7  Rx         0311  2  00 00 
  2033)     12652.2  Rx         0210  7  FF FF 30 28 90 00 03 
  2034)     12652.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2035)     12662.6  Rx         0409  8  18 00 00 00 00 00 00 00 
  2036)     12666.3  Rx         0210  7  FF FF 30 28 90 00 04 
  2037)     12666.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2038)     12679.6  Rx         0301  8  00 01 0F 3C 00 34 00 AA 
  2039)     12679.9  Rx         0302  8  00 00 00 00 09 54 08 A2 
  2040)     12680.1  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  2041)     12680.3  Rx         0210  7  FF FF 30 28 90 00 05 
  2042)     12680.5  Rx         0305  8  00 00 01 40 00 00 00 00 
  2043)     12680.8  Rx         0303  8  0F 59 03 F8 06 00 00 00 
  2044)     12681.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2045)     12694.2  Rx         0210  7  FF FF 30 28 90 00 06 
  2046)     12694.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2047)     12701.2  Rx         0460  8  03 E0 00 00 00 00 00 00 
  2048)     12708.3  Rx         0210  7  FF FF 30 28 90 00 07 
  2049)     12708.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2050)     12719.8  Rx         0251  8  40 00 00 00 00 00 00 00 
  2051)     12722.3  Rx         0210  7  FF FF 30 28 90 00 08 
  2052)     12722.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2053)     12727.0  Rx         0250  8  08 00 40 00 00 00 00 00 
  2054)     12727.4  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  2055)     12727.8  Rx         0441  8  00 00 00 00 00 00 00 00 
  2056)     12728.1  Rx         0442  8  00 00 00 00 00 00 00 00 
  2057)     12728.5  Rx         0443  8  00 00 00 00 00 00 00 00 
  2058)     12728.9  Rx         0444  8  00 00 00 00 00 00 00 00 
  2059)     12729.2  Rx         03A0  8  00 00 03 B4 00 00 00 00 
  2060)     12729.6  Rx         03A1  8  80 18 02 20 24 00 EB 00 
  2061)     12729.8  Rx         0265  8  FF FF 00 00 00 36 00 00 
  2062)     12736.3  Rx         0210  7  FF FF 30 28 90 00 09 
  2063)     12736.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2064)     12739.7  Rx         0310  3  02 00 00 
  2065)     12750.3  Rx         0210  7  FF FF 30 28 90 00 0A 
  2066)     12750.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2067)     12754.6  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  2068)     12754.9  Rx         0300  8  02 00 25 00 00 00 01 00 
  2069)     12755.1  Rx         0306  8  00 00 00 00 00 00 00 00 
  2070)     12755.3  Rx         0611  8  06 72 00 62 ED ED E7 F7 
  2071)     12755.6  Rx         0722  8  00 00 00 00 00 00 00 00 
  2072)     12755.9  Rx         0723  8  00 00 00 00 00 00 00 00 
  2073)     12756.1  Rx         0721  8  00 00 00 00 00 00 00 00 
  2074)     12759.8  Rx         0359  8  05 00 00 EC 00 00 00 00 
  2075)     12764.3  Rx         0210  7  FF FF 30 28 90 00 0B 
  2076)     12764.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2077)     12778.3  Rx         0210  7  FF FF 30 28 90 00 0C 
  2078)     12778.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2079)     12792.3  Rx         0210  7  FF FF 30 28 90 00 0D 
  2080)     12792.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2081)     12800.8  Rx         0023  1  40 
  2082)     12801.2  Rx         0460  8  03 E0 00 00 00 00 00 00 
  2083)     12806.3  Rx         0210  7  FF FF 30 28 90 00 0E 
  2084)     12806.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2085)     12819.8  Rx         0251  8  40 00 00 00 00 00 00 00 
  2086)     12820.3  Rx         0210  7  FF FF 30 28 90 00 0F 
  2087)     12820.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2088)     12827.4  Rx         0250  8  08 00 40 00 00 00 00 00 
  2089)     12829.8  Rx         0263  6  00 00 24 76 0E 00 
  2090)     12834.3  Rx         0210  7  FF FF 30 28 90 00 10 
  2091)     12834.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2092)     12839.8  Rx         0264  8  00 10 41 00 01 01 00 00 
  2093)     12848.4  Rx         0210  7  FF FF 30 28 90 00 11 
  2094)     12848.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2095)     12849.8  Rx         0265  8  FF FF 00 00 00 36 00 00 
  2096)     12859.7  Rx         0311  2  00 00 
  2097)     12862.3  Rx         0210  7  FF FF 30 28 90 00 12 
  2098)     12862.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2099)     12876.3  Rx         0210  7  FF FF 30 28 90 00 13 
  2100)     12876.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2101)     12879.6  Rx         0301  8  00 01 0F 3C 00 34 00 AA 
  2102)     12879.9  Rx         0302  8  00 00 00 00 09 54 08 A2 
  2103)     12880.1  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  2104)     12880.4  Rx         0305  8  00 00 01 40 00 00 00 00 
  2105)     12880.6  Rx         0303  8  0F 59 03 F8 06 00 00 00 
  2106)     12890.4  Rx         0210  7  FF FF 30 28 90 00 14 
  2107)     12890.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2108)     12900.8  Rx         0460  8  03 E0 00 00 00 00 00 00 
  2109)     12904.4  Rx         0210  7  FF FF 30 28 90 00 15 
  2110)     12904.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2111)     12918.4  Rx         0210  7  FF FF 30 28 90 00 16 
  2112)     12918.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2113)     12919.9  Rx         0251  8  40 00 00 00 00 00 00 00 
  2114)     12927.5  Rx         0250  8  08 00 40 00 00 00 00 00 
  2115)     12927.8  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  2116)     12928.2  Rx         0441  8  00 00 00 00 00 00 00 00 
  2117)     12928.6  Rx         0442  8  00 00 00 00 00 00 00 00 
  2118)     12928.9  Rx         0443  8  00 00 00 00 00 00 00 00 
  2119)     12929.3  Rx         0444  8  00 00 00 00 00 00 00 00 
  2120)     12929.8  Rx         0265  8  FF FF 00 00 00 36 00 00 
  2121)     12932.4  Rx         0210  7  FF FF 30 28 90 00 17 
  2122)     12932.7  Rx         0408  8  0E 02 84 10 80 18 76 0B 
  2123)     12932.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2124)     12933.2  Rx         040B  8  00 00 05 00 00 00 60 00 
  2125)     12939.7  Rx         0310  3  02 00 00 
  2126)     12946.4  Rx         0210  7  FF FF 30 28 90 00 18 
  2127)     12946.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2128)     12954.5  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  2129)     12954.7  Rx         0611  8  06 72 00 62 ED ED E7 F7 
  2130)     12959.8  Rx         0359  8  07 00 00 EC 00 00 00 00 
  2131)     12960.3  Rx         0210  7  FF FF 30 28 90 00 19 
  2132)     12960.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2133)     12974.3  Rx         0210  7  FF FF 30 28 90 00 1A 
  2134)     12974.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2135)     12988.3  Rx         0210  7  FF FF 30 28 90 00 1B 
  2136)     12988.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2137)     13000.4  Rx         0023  1  40 
  2138)     13000.7  Rx         0460  8  03 E0 00 00 00 00 00 00 
  2139)     13002.3  Rx         0210  7  FF FF 30 28 90 00 1C 
  2140)     13002.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2141)     13016.3  Rx         0210  7  FF FF 30 28 90 00 1D 
  2142)     13016.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2143)     13019.8  Rx         0251  8  40 00 00 00 00 00 00 00 
  2144)     13027.4  Rx         0250  8  08 00 40 00 00 00 00 00 
  2145)     13029.8  Rx         0264  8  00 10 41 00 01 01 00 00 
  2146)     13030.4  Rx         0210  7  FF FF 30 28 90 00 1E 
  2147)     13030.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2148)     13039.8  Rx         0265  8  FF FF 00 00 00 36 00 00 
  2149)     13044.3  Rx         0210  7  FF FF 30 28 90 00 1F 
  2150)     13044.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2151)     13049.7  Rx         0311  2  00 00 
  2152)     13058.3  Rx         0210  7  FF FF 30 28 90 00 20 
  2153)     13058.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2154)     13072.4  Rx         0210  7  FF FF 30 28 90 00 21 
  2155)     13072.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2156)     13079.5  Rx         0301  8  00 01 0F 3C 00 34 00 AA 
  2157)     13079.8  Rx         0302  8  00 00 00 00 09 54 08 A2 
  2158)     13080.1  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  2159)     13080.3  Rx         0305  8  00 00 01 40 00 00 00 00 
  2160)     13080.5  Rx         0303  8  0F 59 03 F8 06 00 00 00 
  2161)     13086.4  Rx         0210  7  FF FF 30 28 90 00 22 
  2162)     13086.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2163)     13100.4  Rx         0210  7  FF FF 30 28 90 00 23 
  2164)     13100.7  Rx         0460  8  03 E0 00 00 00 00 00 00 
  2165)     13100.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2166)     13114.4  Rx         0210  7  FF FF 30 28 90 00 24 
  2167)     13114.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2168)     13119.8  Rx         0251  8  40 00 00 00 00 00 00 00 
  2169)     13127.7  Rx         0250  8  08 00 40 00 00 00 00 00 
  2170)     13128.1  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  2171)     13128.4  Rx         0441  8  00 00 00 00 00 00 00 00 
  2172)     13128.7  Rx         0210  7  FF FF 30 28 90 00 25 
  2173)     13128.9  Rx         0442  8  00 00 00 00 00 00 00 00 
  2174)     13129.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2175)     13129.4  Rx         0443  8  00 00 00 00 00 00 00 00 
  2176)     13129.8  Rx         0444  8  00 00 00 00 00 00 00 00 
  2177)     13130.1  Rx         0265  8  FF FF 00 00 00 36 00 00 
  2178)     13139.7  Rx         0310  3  02 00 00 
  2179)     13142.4  Rx         0210  7  FF FF 30 28 90 00 26 
  2180)     13142.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2181)     13154.6  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  2182)     13154.8  Rx         0611  8  06 72 00 62 ED ED E7 F6 
  2183)     13156.4  Rx         0210  7  FF FF 30 28 90 00 27 
  2184)     13156.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2185)     13159.8  Rx         0359  8  07 00 00 EC 00 00 00 00 
  2186)     13162.1  Rx         0409  8  18 00 00 00 00 00 00 00 
  2187)     13170.4  Rx         0210  7  FF FF 30 28 90 00 28 
  2188)     13170.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2189)     13184.4  Rx         0210  7  FF FF 30 28 90 00 29 
  2190)     13184.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2191)     13198.5  Rx         0210  7  FF FF 30 28 90 00 2A 
  2192)     13198.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2193)     13200.0  Rx         0023  1  40 
  2194)     13200.3  Rx         0460  8  03 E0 00 00 00 00 00 00 
  2195)     13212.4  Rx         0210  7  FF FF 30 28 90 00 2B 
  2196)     13212.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2197)     13219.9  Rx         0251  8  40 00 00 00 00 00 00 00 
  2198)     13226.4  Rx         0210  7  FF FF 30 28 90 00 2C 
  2199)     13226.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2200)     13227.8  Rx         0250  8  08 00 40 00 00 00 00 00 
  2201)     13228.2  Rx         03A0  8  00 00 03 B4 00 00 00 00 
  2202)     13228.5  Rx         03A1  8  80 18 02 20 24 00 EB 00 
  2203)     13229.9  Rx         0264  8  00 10 41 00 01 01 00 00 
  2204)     13239.8  Rx         0265  8  FF FF 00 00 00 36 00 00 
  2205)     13240.4  Rx         0210  7  FF FF 30 28 90 00 2D 
  2206)     13240.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2207)     13249.8  Rx         0311  2  00 00 
  2208)     13254.5  Rx         0210  7  FF FF 30 28 90 00 2E 
  2209)     13254.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2210)     13268.5  Rx         0210  7  FF FF 30 28 90 00 2F 
  2211)     13268.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2212)     13279.6  Rx         0301  8  00 01 0F 3C 00 34 00 AA 
  2213)     13279.8  Rx         0302  8  00 00 00 00 09 54 08 A2 
  2214)     13280.1  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  2215)     13280.3  Rx         0305  8  00 00 01 40 00 00 00 00 
  2216)     13280.5  Rx         0303  8  0F 59 03 F8 06 00 00 00 
  2217)     13282.5  Rx         0210  7  FF FF 30 28 90 00 30 
  2218)     13282.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2219)     13296.5  Rx         0210  7  FF FF 30 28 90 00 31 
  2220)     13296.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2221)     13300.0  Rx         0460  8  03 E0 00 00 00 00 00 00 
  2222)     13310.5  Rx         0210  7  FF FF 30 28 90 00 32 
  2223)     13310.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2224)     13319.9  Rx         0251  8  40 00 00 00 00 00 00 00 
  2225)     13324.5  Rx         0210  7  FF FF 30 28 90 00 33 
  2226)     13324.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2227)     13327.9  Rx         0250  8  08 00 40 00 00 00 00 00 
  2228)     13328.3  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  2229)     13328.6  Rx         0441  8  00 00 00 00 00 00 00 00 
  2230)     13328.9  Rx         0442  8  00 00 00 00 00 00 00 00 
  2231)     13329.4  Rx         0443  8  00 00 00 00 00 00 00 00 
  2232)     13329.7  Rx         0444  8  00 00 00 00 00 00 00 00 
  2233)     13329.9  Rx         0263  6  00 00 24 76 0F 00 
  2234)     13338.5  Rx         0210  7  FF FF 30 28 90 00 34 
  2235)     13338.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2236)     13339.9  Rx         0265  8  FF FF 00 00 00 36 00 00 
  2237)     13349.8  Rx         0310  3  02 00 00 
  2238)     13352.5  Rx         0210  7  FF FF 30 28 90 00 35 
  2239)     13352.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2240)     13354.6  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  2241)     13354.8  Rx         0611  8  06 72 00 62 ED ED E7 F6 
  2242)     13366.5  Rx         0210  7  FF FF 30 28 90 00 36 
  2243)     13366.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2244)     13369.9  Rx         0359  8  07 00 00 EC 00 00 00 00 
  2245)     13380.6  Rx         0210  7  FF FF 30 28 90 00 37 
  2246)     13380.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2247)     13394.5  Rx         0210  7  FF FF 30 28 90 00 38 
  2248)     13394.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2249)     13399.5  Rx         0023  1  40 
  2250)     13399.8  Rx         0460  8  03 E0 00 00 00 00 00 00 
  2251)     13408.5  Rx         0210  7  FF FF 30 28 90 00 39 
  2252)     13408.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2253)     13419.9  Rx         0251  8  40 00 00 00 00 00 00 00 
  2254)     13422.6  Rx         0210  7  FF FF 30 28 90 00 3A 
  2255)     13422.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2256)     13428.0  Rx         0250  8  08 00 40 00 00 00 00 00 
  2257)     13430.0  Rx         0264  8  00 10 41 00 01 01 00 00 
  2258)     13431.7  Rx         0408  8  0E 02 84 10 80 18 76 0B 
  2259)     13432.3  Rx         040B  8  00 00 05 00 00 00 60 00 
  2260)     13436.6  Rx         0210  7  FF FF 30 28 90 00 3B 
  2261)     13436.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2262)     13439.9  Rx         0265  8  FF FF 00 00 00 36 00 00 
  2263)     13449.8  Rx         0311  2  00 00 
  2264)     13450.6  Rx         0210  7  FF FF 30 28 90 00 3C 
  2265)     13450.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2266)     13464.6  Rx         0210  7  FF FF 30 28 90 00 3D 
  2267)     13464.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2268)     13478.6  Rx         0210  7  FF FF 30 28 90 00 3E 
  2269)     13478.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2270)     13479.6  Rx         0301  8  00 02 0F 3C 00 34 00 AA 
  2271)     13479.9  Rx         0302  8  00 00 00 00 09 54 08 A2 
  2272)     13480.1  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  2273)     13480.4  Rx         0305  8  00 00 01 40 00 00 00 00 
  2274)     13480.6  Rx         0303  8  0F 59 03 F8 06 00 00 00 
  2275)     13492.6  Rx         0210  7  FF FF 30 28 90 00 3F 
  2276)     13492.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2277)     13499.5  Rx         0460  8  03 E0 00 00 00 00 00 00 
  2278)     13506.6  Rx         0210  7  FF FF 30 28 90 00 40 
  2279)     13506.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2280)     13520.0  Rx         0251  8  40 00 00 00 00 00 00 00 
  2281)     13520.6  Rx         0210  7  FF FF 30 28 90 00 41 
  2282)     13520.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2283)     13528.4  Rx         0250  8  08 00 40 00 00 00 00 00 
  2284)     13528.7  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  2285)     13529.1  Rx         0441  8  00 00 00 00 00 00 00 00 
  2286)     13529.5  Rx         0442  8  00 00 00 00 00 00 00 00 
  2287)     13529.8  Rx         0443  8  00 00 00 00 00 00 00 00 
  2288)     13530.1  Rx         0265  8  FF FF 00 00 00 36 00 00 
  2289)     13530.4  Rx         0444  8  00 00 00 00 00 00 00 00 
  2290)     13534.6  Rx         0210  7  FF FF 30 28 90 00 42 
  2291)     13534.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2292)     13539.9  Rx         0310  3  02 00 00 
  2293)     13548.7  Rx         0210  7  FF FF 30 28 90 00 43 
  2294)     13548.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2295)     13554.6  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  2296)     13554.8  Rx         0611  8  06 72 00 62 ED ED E7 F6 
  2297)     13560.0  Rx         0359  8  07 00 00 EC 00 00 00 00 
  2298)     13562.7  Rx         0210  7  FF FF 30 28 90 00 44 
  2299)     13562.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2300)     13576.6  Rx         0210  7  FF FF 30 28 90 00 45 
  2301)     13576.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2302)     13590.6  Rx         0210  7  FF FF 30 28 90 00 46 
  2303)     13590.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2304)     13599.2  Rx         0023  1  40 
  2305)     13599.5  Rx         0460  8  03 E0 00 00 00 00 00 00 
  2306)     13604.7  Rx         0210  7  FF FF 30 28 90 00 47 
  2307)     13604.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
