;$FILEVERSION=1.1
;$STARTTIME=43602.8098728588
;
;   F:\pcanview\pexic_start.trc
;
;   Start time: 17/05/2019 19:26:13.015.0
;   Generated by PCAN-View v4.2.2.555
;
;   Message Number
;   |         Time Offset (ms)
;   |         |        Type
;   |         |        |        ID (hex)
;   |         |        |        |     Data Length
;   |         |        |        |     |   Data Bytes (hex) ...
;   |         |        |        |     |   |
;---+--   ----+----  --+--  ----+---  +  -+ -- -- -- -- -- -- --
   770)      8211.0  Rx         0460  8  03 E0 00 00 C0 00 00 00 
   771)      8211.8  Rx         0210  7  FF FF 30 68 90 00 C6 
   772)      8212.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
   773)      8218.3  Rx         0251  8  40 00 00 00 00 00 00 00 
   774)      8220.7  Rx         0250  8  08 00 40 00 00 00 00 00 
   775)      8221.0  Rx         03A0  8  00 00 03 B4 00 00 00 00 
   776)      8221.4  Rx         03A1  8  80 18 08 00 24 00 EB 00 
   777)      8225.8  Rx         0210  7  FF FF 30 68 90 00 C7 
   778)      8226.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
   779)      8228.3  Rx         0264  8  00 00 51 00 01 01 00 00 
   780)      8238.3  Rx         0265  8  FF FF 00 00 00 36 00 00 
   781)      8239.8  Rx         0210  7  FF FF 30 68 90 00 C8 
   782)      8240.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
   783)      8248.2  Rx         0311  2  00 00 
   784)      8253.9  Rx         0210  7  FF FF 30 68 90 00 C9 
   785)      8254.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
   786)      8267.9  Rx         0210  7  FF FF 30 68 90 00 CA 
   787)      8268.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
   788)      8279.2  Rx         0301  8  00 01 0F 3C 00 34 00 B4 
   789)      8279.4  Rx         0302  8  00 00 00 00 09 54 08 A2 
   790)      8279.7  Rx         0304  8  00 00 00 00 00 BE 00 B4 
   791)      8279.9  Rx         0305  8  00 00 01 40 00 00 00 00 
   792)      8280.2  Rx         0303  8  0F 59 05 DC 06 00 00 00 
   793)      8281.9  Rx         0210  7  FF FF 30 68 90 00 CB 
   794)      8282.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
   795)      8295.9  Rx         0210  7  FF FF 30 68 90 00 CC 
   796)      8296.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
   797)      8309.9  Rx         0210  7  FF FF 30 68 90 00 CD 
   798)      8310.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
   799)      8310.7  Rx         0460  8  03 E0 00 00 C0 00 00 00 
   800)      8318.3  Rx         0251  8  40 00 00 00 00 00 00 00 
   801)      8321.1  Rx         0250  8  08 00 40 00 00 00 00 00 
   802)      8321.4  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
   803)      8321.8  Rx         0441  8  00 00 00 00 00 00 00 00 
   804)      8322.2  Rx         0442  8  00 00 00 00 00 00 00 00 
   805)      8322.5  Rx         0443  8  00 00 00 00 00 00 00 00 
   806)      8322.9  Rx         0444  8  00 00 00 00 00 00 00 00 
   807)      8323.9  Rx         0210  7  FF FF 30 68 90 00 CE 
   808)      8324.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
   809)      8328.3  Rx         0263  6  00 00 24 76 05 00 
   810)      8337.9  Rx         0210  7  FF FF 30 68 90 00 CF 
   811)      8338.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
   812)      8338.4  Rx         0265  8  FF FF 00 00 00 36 00 00 
   813)      8348.3  Rx         0310  3  02 00 00 
   814)      8351.9  Rx         0210  7  FF FF 30 68 90 00 D0 
   815)      8352.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
   816)      8354.2  Rx         0610  8  06 7C 05 C6 13 12 00 02 
   817)      8354.4  Rx         0611  8  06 6D 00 B6 55 ED ED FE 
   818)      8365.9  Rx         0210  7  FF FF 30 68 90 00 D1 
   819)      8366.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
   820)      8368.3  Rx         0359  8  02 00 00 85 00 00 00 00 
   821)      8380.0  Rx         0210  7  FF FF 30 68 90 00 D2 
   822)      8380.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
   823)      8393.9  Rx         0210  7  FF FF 30 68 90 00 D3 
   824)      8394.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
   825)      8407.9  Rx         0210  7  FF FF 30 68 90 00 D4 
   826)      8408.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
   827)      8410.3  Rx         0023  1  40 
   828)      8410.6  Rx         0460  8  03 E0 00 00 C0 00 00 00 
   829)      8418.4  Rx         0251  8  40 00 00 00 00 00 00 00 
   830)      8421.2  Rx         0250  8  08 00 40 00 00 00 00 00 
   831)      8422.0  Rx         0210  7  FF FF 30 68 90 00 D5 
   832)      8422.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
   833)      8428.4  Rx         0264  8  00 00 51 00 01 01 00 00 
   834)      8436.0  Rx         0210  7  FF FF 30 68 90 00 D6 
   835)      8436.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
   836)      8436.9  Rx         0408  8  0E 02 84 10 80 18 76 0B 
   837)      8437.5  Rx         040B  8  00 00 05 00 00 00 60 00 
   838)      8438.4  Rx         0265  8  FF FF 00 00 00 36 00 00 
   839)      8448.3  Rx         0311  2  00 00 
   840)      8450.0  Rx         0210  7  FF FF 30 68 90 00 D7 
   841)      8450.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
   842)      8464.0  Rx         0210  7  FF FF 30 68 90 00 D8 
   843)      8464.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
   844)      8478.0  Rx         0210  7  FF FF 30 68 90 00 D9 
   845)      8478.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
   846)      8479.2  Rx         0301  8  00 01 0F 3C 00 34 00 B4 
   847)      8479.5  Rx         0302  8  00 00 00 00 09 54 08 A2 
   848)      8479.7  Rx         0304  8  00 00 00 00 00 BE 00 B4 
   849)      8480.0  Rx         0305  8  00 00 01 40 00 00 00 00 
   850)      8480.2  Rx         0303  8  0F 59 05 DC 06 00 00 00 
   851)      8492.0  Rx         0210  7  FF FF 30 68 90 00 DA 
   852)      8492.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
   853)      8506.0  Rx         0210  7  FF FF 30 68 90 00 DB 
   854)      8506.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
   855)      8510.2  Rx         0460  8  03 E0 00 00 00 00 00 00 
   856)      8518.4  Rx         0251  8  40 00 00 00 00 00 00 00 
   857)      8520.0  Rx         0210  7  FF FF 30 68 90 00 DC 
   858)      8520.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
   859)      8521.3  Rx         0250  8  08 00 40 00 00 00 00 00 
   860)      8521.7  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
   861)      8522.1  Rx         0441  8  00 00 00 00 00 00 00 00 
   862)      8522.4  Rx         0442  8  00 00 00 00 00 00 00 00 
   863)      8522.7  Rx         0443  8  00 00 00 00 00 00 00 00 
   864)      8523.1  Rx         0444  8  00 00 00 00 00 00 00 00 
   865)      8528.4  Rx         0265  8  FF FF 00 00 00 36 00 00 
   866)      8534.0  Rx         0210  7  FF FF 30 68 90 00 DD 
   867)      8534.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
   868)      8538.3  Rx         0310  3  02 00 00 
   869)      8548.1  Rx         0210  7  FF FF 30 68 90 00 DE 
   870)      8548.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
   871)      8554.2  Rx         0610  8  06 7C 05 ED 13 12 00 02 
   872)      8554.5  Rx         0611  8  06 6E 00 8F 8A ED ED FE 
   873)      8558.4  Rx         0359  8  02 00 00 85 00 00 00 00 
   874)      8562.1  Rx         0210  7  FF FF 30 68 90 00 DF 
   875)      8562.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
   876)      8576.0  Rx         0210  7  FF FF 30 68 90 00 E0 
   877)      8576.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
   878)      8590.0  Rx         0210  7  FF FF 30 28 90 00 E1 
   879)      8590.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
   880)      8604.1  Rx         0210  7  FF FF 30 28 90 00 E2 
   881)      8604.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
   882)      8609.9  Rx         0023  1  40 
   883)      8610.3  Rx         0460  8  03 E0 00 00 00 00 00 00 
   884)      8618.1  Rx         0210  7  FF FF 30 28 90 00 E3 
   885)      8618.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
   886)      8618.5  Rx         0251  8  40 00 00 00 00 00 00 00 
   887)      8621.3  Rx         0250  8  08 00 40 00 00 00 00 00 
   888)      8628.5  Rx         0264  8  00 00 41 00 01 01 00 00 
   889)      8632.1  Rx         0210  7  FF FF 30 28 90 00 E4 
   890)      8632.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
   891)      8638.5  Rx         0265  8  FF FF 00 00 00 36 00 00 
   892)      8646.1  Rx         0210  7  FF FF 30 28 90 00 E5 
   893)      8646.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
   894)      8648.3  Rx         0311  2  00 00 
   895)      8660.1  Rx         0210  7  FF FF 30 28 90 00 E6 
   896)      8660.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
   897)      8666.7  Rx         0409  8  18 00 00 00 00 00 00 00 
   898)      8674.1  Rx         0210  7  FF FF 30 28 90 00 E7 
   899)      8674.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
   900)      8679.3  Rx         0301  8  00 01 0F 3C 00 34 00 AA 
   901)      8679.6  Rx         0302  8  00 00 00 00 09 54 08 A2 
   902)      8679.8  Rx         0304  8  00 00 00 00 00 B4 00 AA 
   903)      8680.1  Rx         0305  8  00 00 01 40 00 00 00 00 
   904)      8680.3  Rx         0303  8  0F 59 05 DC 06 00 00 00 
   905)      8688.1  Rx         0210  7  FF FF 30 28 90 00 E8 
   906)      8688.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
   907)      8702.1  Rx         0210  7  FF FF 30 28 90 00 E9 
   908)      8702.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
   909)      8709.8  Rx         0460  8  03 E0 00 00 00 00 00 00 
   910)      8716.1  Rx         0210  7  FF FF 30 28 90 00 EA 
   911)      8716.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
   912)      8718.5  Rx         0251  8  40 00 00 00 00 00 00 00 
   913)      8721.7  Rx         0250  8  08 00 40 00 00 00 00 00 
   914)      8722.0  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
   915)      8722.4  Rx         0441  8  00 00 00 00 00 00 00 00 
   916)      8722.7  Rx         0442  8  00 00 00 00 00 00 00 00 
   917)      8723.1  Rx         0443  8  00 00 00 00 00 00 00 00 
   918)      8723.4  Rx         0444  8  00 00 00 00 00 00 00 00 
   919)      8723.8  Rx         03A0  8  00 00 03 B4 00 00 00 00 
   920)      8724.2  Rx         03A1  8  80 18 08 00 24 00 EB 00 
   921)      8728.5  Rx         0265  8  FF FF 00 00 00 36 00 00 
   922)      8730.2  Rx         0210  7  FF FF 30 28 90 00 EB 
   923)      8730.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
   924)      8738.4  Rx         0310  3  02 00 00 
   925)      8744.2  Rx         0210  7  FF FF 30 28 90 00 EC 
   926)      8744.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
   927)      8754.3  Rx         0610  8  06 7C 06 17 12 11 00 02 
   928)      8754.5  Rx         0300  8  02 00 25 00 00 00 01 00 
   929)      8754.7  Rx         0306  8  00 00 00 00 00 00 00 00 
   930)      8755.0  Rx         0611  8  06 6F 00 65 B5 ED ED FE 
   931)      8755.2  Rx         0722  8  00 00 00 00 00 00 00 00 
   932)      8755.5  Rx         0723  8  00 00 00 00 00 00 00 00 
   933)      8755.7  Rx         0721  8  00 00 00 00 00 00 00 00 
   934)      8758.1  Rx         0210  7  FF FF 30 28 90 00 ED 
   935)      8758.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
   936)      8758.6  Rx         0359  8  02 00 00 85 00 00 00 00 
   937)      8772.2  Rx         0210  7  FF FF 30 28 90 00 EE 
   938)      8772.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
   939)      8786.2  Rx         0210  7  FF FF 30 28 90 00 EF 
   940)      8786.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
   941)      8800.2  Rx         0210  7  FF FF 30 28 90 00 F0 
   942)      8800.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
   943)      8809.5  Rx         0023  1  40 
   944)      8809.9  Rx         0460  8  03 E0 00 00 00 00 00 00 
   945)      8814.2  Rx         0210  7  FF FF 30 28 90 00 F1 
   946)      8814.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
   947)      8818.5  Rx         0251  8  40 00 00 00 00 00 00 00 
   948)      8821.7  Rx         0250  8  08 00 40 00 00 00 00 00 
   949)      8828.2  Rx         0210  7  FF FF 30 28 90 00 F2 
   950)      8828.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
   951)      8828.7  Rx         0263  6  00 00 24 76 06 00 
   952)      8838.6  Rx         0264  8  00 00 41 00 01 01 00 00 
   953)      8842.2  Rx         0210  7  FF FF 30 28 90 00 F3 
   954)      8842.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
   955)      8848.6  Rx         0265  8  FF FF 00 00 00 36 00 00 
   956)      8856.2  Rx         0210  7  FF FF 30 28 90 00 F4 
   957)      8856.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
   958)      8858.4  Rx         0311  2  00 00 
   959)      8870.3  Rx         0210  7  FF FF 30 28 90 00 F5 
   960)      8870.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
   961)      8879.3  Rx         0301  8  00 02 0F 3C 00 34 00 AA 
   962)      8879.6  Rx         0302  8  00 00 00 00 09 54 08 A2 
   963)      8879.8  Rx         0304  8  00 00 00 00 00 B4 00 AA 
   964)      8880.1  Rx         0305  8  00 00 01 40 00 00 00 00 
   965)      8880.3  Rx         0303  8  0F 59 05 DC 06 00 00 00 
   966)      8884.3  Rx         0210  7  FF FF 30 28 90 00 F6 
   967)      8884.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
   968)      8898.2  Rx         0210  7  FF FF 30 28 90 00 F7 
   969)      8898.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
   970)      8909.4  Rx         0460  8  03 E0 00 00 00 00 00 00 
   971)      8912.3  Rx         0210  7  FF FF 30 28 90 00 F8 
   972)      8912.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
   973)      8918.6  Rx         0251  8  40 00 00 00 00 00 00 00 
   974)      8922.0  Rx         0250  8  08 00 40 00 00 00 00 00 
   975)      8922.4  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
   976)      8922.7  Rx         0441  8  00 00 00 00 00 00 00 00 
   977)      8923.1  Rx         0442  8  00 00 00 00 00 00 00 00 
   978)      8923.4  Rx         0443  8  00 00 00 00 00 00 00 00 
   979)      8923.8  Rx         0444  8  00 00 00 00 00 00 00 00 
   980)      8926.3  Rx         0210  7  FF FF 30 28 90 00 F9 
   981)      8926.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
   982)      8928.6  Rx         0265  8  FF FF 00 00 00 36 00 00 
   983)      8936.6  Rx         0408  8  0E 02 84 10 80 18 76 0B 
   984)      8937.2  Rx         040B  8  00 00 05 00 00 00 60 00 
   985)      8938.5  Rx         0310  3  02 00 00 
   986)      8940.3  Rx         0210  7  FF FF 30 28 90 00 FA 
   987)      8940.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
   988)      8954.3  Rx         0210  7  FF FF 30 28 90 00 FB 
   989)      8954.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
   990)      8954.8  Rx         0610  8  06 7C 06 1A 12 11 00 02 
   991)      8955.0  Rx         0611  8  06 70 00 62 D1 ED EC FE 
   992)      8958.6  Rx         0359  8  02 00 00 85 00 00 00 00 
   993)      8968.3  Rx         0210  7  FF FF 30 28 90 00 FC 
   994)      8968.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
   995)      8982.3  Rx         0210  7  FF FF 30 28 90 00 FD 
   996)      8982.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
   997)      8996.3  Rx         0210  7  FF FF 30 28 90 00 FE 
   998)      8996.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
   999)      9009.2  Rx         0023  1  40 
  1000)      9009.5  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1001)      9010.3  Rx         0210  7  FF FF 30 28 90 00 FF 
  1002)      9010.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1003)      9018.7  Rx         0251  8  40 00 00 00 00 00 00 00 
  1004)      9022.0  Rx         0250  8  08 00 40 00 00 00 00 00 
  1005)      9024.3  Rx         0210  7  FF FF 30 28 90 00 00 
  1006)      9024.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1007)      9028.6  Rx         0264  8  00 00 41 00 01 01 00 00 
  1008)      9038.4  Rx         0210  7  FF FF 30 28 90 00 01 
  1009)      9038.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1010)      9038.8  Rx         0265  8  FF FF 00 00 00 36 00 00 
  1011)      9048.6  Rx         0311  2  00 00 
  1012)      9052.4  Rx         0210  7  FF FF 30 28 90 00 02 
  1013)      9052.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1014)      9066.4  Rx         0210  7  FF FF 30 28 90 00 03 
  1015)      9066.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1016)      9079.3  Rx         0301  8  00 01 0F 3C 00 34 00 AA 
  1017)      9079.6  Rx         0302  8  00 00 00 00 09 54 08 A2 
  1018)      9079.8  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  1019)      9080.1  Rx         0305  8  00 00 01 40 00 00 00 00 
  1020)      9080.3  Rx         0303  8  0F 59 05 DC 06 00 00 00 
  1021)      9080.5  Rx         0210  7  FF FF 30 28 90 00 04 
  1022)      9080.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1023)      9094.4  Rx         0210  7  FF FF 30 28 90 00 05 
  1024)      9094.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1025)      9108.4  Rx         0210  7  FF FF 30 28 90 00 06 
  1026)      9108.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1027)      9109.0  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1028)      9118.7  Rx         0251  8  40 00 00 00 00 00 00 00 
  1029)      9122.1  Rx         0250  8  08 00 40 00 00 00 00 00 
  1030)      9122.4  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  1031)      9122.6  Rx         0210  7  FF FF 30 28 90 00 07 
  1032)      9122.9  Rx         0441  8  00 00 00 00 00 00 00 00 
  1033)      9123.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1034)      9123.4  Rx         0442  8  00 00 00 00 00 00 00 00 
  1035)      9123.8  Rx         0443  8  00 00 00 00 00 00 00 00 
  1036)      9124.2  Rx         0444  8  00 00 00 00 00 00 00 00 
  1037)      9128.6  Rx         0265  8  FF FF 00 00 00 36 00 00 
  1038)      9136.4  Rx         0210  7  FF FF 30 28 90 00 08 
  1039)      9136.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1040)      9138.6  Rx         0310  3  02 00 00 
  1041)      9150.4  Rx         0210  7  FF FF 30 28 90 00 09 
  1042)      9150.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1043)      9154.3  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  1044)      9154.5  Rx         0611  8  06 71 00 62 E0 ED EB FE 
  1045)      9158.6  Rx         0359  8  02 00 00 85 00 00 00 00 
  1046)      9164.4  Rx         0210  7  FF FF 30 28 90 00 0A 
  1047)      9164.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1048)      9166.3  Rx         0409  8  18 00 00 00 00 00 00 00 
  1049)      9178.4  Rx         0210  7  FF FF 30 28 90 00 0B 
  1050)      9178.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1051)      9192.4  Rx         0210  7  FF FF 30 28 90 00 0C 
  1052)      9192.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1053)      9206.4  Rx         0210  7  FF FF 30 28 90 00 0D 
  1054)      9206.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1055)      9208.7  Rx         0023  1  40 
  1056)      9209.1  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1057)      9218.7  Rx         0251  8  40 00 00 00 00 00 00 00 
  1058)      9220.5  Rx         0210  7  FF FF 30 28 90 00 0E 
  1059)      9220.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1060)      9222.2  Rx         0250  8  08 00 40 00 00 00 00 00 
  1061)      9222.6  Rx         03A0  8  00 00 03 B4 00 00 00 00 
  1062)      9222.9  Rx         03A1  8  80 18 08 00 24 00 EB 00 
  1063)      9228.7  Rx         0264  8  00 00 41 00 01 01 00 00 
  1064)      9234.5  Rx         0210  7  FF FF 30 28 90 00 0F 
  1065)      9234.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1066)      9238.7  Rx         0265  8  FF FF 00 00 00 36 00 00 
  1067)      9248.4  Rx         0210  7  FF FF 30 28 90 00 10 
  1068)      9248.6  Rx         0311  2  00 00 
  1069)      9248.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1070)      9262.5  Rx         0210  7  FF FF 30 28 90 00 11 
  1071)      9262.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1072)      9276.5  Rx         0210  7  FF FF 30 28 90 00 12 
  1073)      9276.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1074)      9279.3  Rx         0301  8  00 01 0F 3C 00 34 00 AA 
  1075)      9279.6  Rx         0302  8  00 00 00 00 09 54 08 A2 
  1076)      9279.9  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  1077)      9280.1  Rx         0305  8  00 00 01 40 00 00 00 00 
  1078)      9280.3  Rx         0303  8  0F 59 05 DC 06 00 00 00 
  1079)      9290.5  Rx         0210  7  FF FF 30 28 90 00 13 
  1080)      9290.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1081)      9304.5  Rx         0210  7  FF FF 30 28 90 00 14 
  1082)      9304.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1083)      9308.6  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1084)      9318.5  Rx         0210  7  FF FF 30 28 90 00 15 
  1085)      9318.8  Rx         0251  8  40 00 00 00 00 00 00 00 
  1086)      9319.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1087)      9322.6  Rx         0250  8  08 00 40 00 00 00 00 00 
  1088)      9322.9  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  1089)      9323.3  Rx         0441  8  00 00 00 00 00 00 00 00 
  1090)      9323.7  Rx         0442  8  00 00 00 00 00 00 00 00 
  1091)      9324.1  Rx         0443  8  00 00 00 00 00 00 00 00 
  1092)      9324.4  Rx         0444  8  00 00 00 00 00 00 00 00 
  1093)      9328.7  Rx         0263  6  00 00 24 76 07 00 
  1094)      9332.5  Rx         0210  7  FF FF 30 28 90 00 16 
  1095)      9332.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1096)      9338.7  Rx         0265  8  FF FF 00 00 00 36 00 00 
  1097)      9346.5  Rx         0210  7  FF FF 30 28 90 00 17 
  1098)      9346.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1099)      9348.7  Rx         0310  3  02 00 00 
  1100)      9354.3  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  1101)      9354.6  Rx         0611  8  06 71 00 62 E7 ED EA FD 
  1102)      9360.5  Rx         0210  7  FF FF 30 28 90 00 18 
  1103)      9360.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1104)      9368.7  Rx         0359  8  02 00 00 85 00 00 00 00 
  1105)      9374.5  Rx         0210  7  FF FF 30 28 90 00 19 
  1106)      9374.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1107)      9388.5  Rx         0210  7  FF FF 30 28 90 00 1A 
  1108)      9388.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1109)      9402.6  Rx         0210  7  FF FF 30 28 90 00 1B 
  1110)      9402.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1111)      9408.2  Rx         0023  1  40 
  1112)      9408.5  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1113)      9416.6  Rx         0210  7  FF FF 30 28 90 00 1C 
  1114)      9416.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1115)      9418.8  Rx         0251  8  40 00 00 00 00 00 00 00 
  1116)      9422.7  Rx         0250  8  08 00 40 00 00 00 00 00 
  1117)      9428.8  Rx         0264  8  00 00 41 00 01 01 00 00 
  1118)      9430.5  Rx         0210  7  FF FF 30 28 90 00 1D 
  1119)      9430.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1120)      9436.1  Rx         0408  8  0E 02 84 10 80 18 76 0B 
  1121)      9436.6  Rx         040B  8  00 00 05 00 00 00 60 00 
  1122)      9438.8  Rx         0265  8  FF FF 00 00 00 36 00 00 
  1123)      9444.6  Rx         0210  7  FF FF 30 28 90 00 1E 
  1124)      9444.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1125)      9448.7  Rx         0311  2  00 00 
  1126)      9458.6  Rx         0210  7  FF FF 30 28 90 00 1F 
  1127)      9458.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1128)      9472.6  Rx         0210  7  FF FF 30 28 90 00 20 
  1129)      9472.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1130)      9479.4  Rx         0301  8  00 01 0F 3C 00 34 00 AA 
  1131)      9479.6  Rx         0302  8  00 00 00 00 09 54 08 A2 
  1132)      9479.9  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  1133)      9480.1  Rx         0305  8  00 00 01 40 00 00 00 00 
  1134)      9480.3  Rx         0303  8  0F 59 05 DC 06 00 00 00 
  1135)      9486.6  Rx         0210  7  FF FF 30 28 90 00 21 
  1136)      9486.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1137)      9500.6  Rx         0210  7  FF FF 30 28 90 00 22 
  1138)      9500.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1139)      9508.2  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1140)      9514.6  Rx         0210  7  FF FF 30 28 90 00 23 
  1141)      9514.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1142)      9518.8  Rx         0251  8  40 00 00 00 00 00 00 00 
  1143)      9522.9  Rx         0250  8  08 00 40 00 00 00 00 00 
  1144)      9523.2  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  1145)      9523.5  Rx         0441  8  00 00 00 00 00 00 00 00 
  1146)      9523.9  Rx         0442  8  00 00 00 00 00 00 00 00 
  1147)      9524.2  Rx         0443  8  00 00 00 00 00 00 00 00 
  1148)      9524.6  Rx         0444  8  00 00 00 00 00 00 00 00 
  1149)      9528.6  Rx         0210  7  FF FF 30 28 90 00 24 
  1150)      9528.9  Rx         0265  8  FF FF 00 00 00 36 00 00 
  1151)      9529.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1152)      9538.7  Rx         0310  3  02 00 00 
  1153)      9542.6  Rx         0210  7  FF FF 30 28 90 00 25 
  1154)      9542.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1155)      9554.4  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  1156)      9554.6  Rx         0611  8  06 71 00 62 EA ED E9 FD 
  1157)      9556.6  Rx         0210  7  FF FF 30 28 90 00 26 
  1158)      9556.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
