Time Stamp,ID,Extended,Bus,DLC,D1,D2,D3,D4,D5,D6,D7,D8
2150045,100,0,1,8,7e,f4,7f,c0,5d,a6,87,70
2150046,0a5,0,1,8,0e,f3,ff,f7,7f,0,0,c1
2150046,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150046,0d9,0,1,8,aa,f3,0,10,0,f0,7f,c8
2150046,0f3,0,1,8,6c,3,0,ff,f0,c0,ff,ff
2150046,15f,0,1,8,a5,f3,0,7d,0,ee,0,7d
2150047,2b0,0,1,6,31,3c,2,c6,ff,ff,0,0
2150049,0c3,0,1,8,76,74,0,e0,0,7d,ff,ff
2150051,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150051,258,0,1,2,44,44,0,0,0,0,0,0
2150052,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2150052,19a,0,1,6,ff,ff,fe,7d,ff,3f,0,0
2150052,19f,0,1,6,ff,ff,f4,7f,ff,2f,0,0
2150054,1ae,0,1,2,fb,ff,0,0,0,0,0,0
2150054,112,0,1,8,23,20,48,0f,2,73,b5,62
2150056,100,0,1,8,23,f5,7f,c0,5d,a6,87,70
2150056,0ef,0,1,8,9f,f3,0,7d,21,0,7d,ff
2150057,1a1,0,1,5,5b,c9,0,0,8a,0,0,0
2150059,0c3,0,1,8,2b,75,0,e0,0,7d,ff,ff
2150064,112,0,1,8,23,20,48,0f,2,73,b5,62
2150065,0a5,0,1,8,80,f4,ff,f7,7f,0,0,c1
2150065,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150066,0d9,0,1,8,24,f4,0,10,0,f0,7f,c8
2150066,0f3,0,1,8,e2,4,0,ff,f0,c0,ff,ff
2150066,100,0,1,8,c4,f6,7f,c0,5d,a6,87,70
2150066,15f,0,1,8,2b,f4,0,7d,0,ee,0,7d
2150068,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2150069,0c3,0,1,8,cc,76,0,e0,0,7d,ff,ff
2150069,59d,0,1,8,8e,6,1,32,0,ff,7f,3
2150071,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150071,258,0,1,2,44,44,0,0,0,0,0,0
2150072,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2150072,19a,0,1,6,ff,ff,fe,7d,ff,3f,0,0
2150072,197,0,1,4,80,0e,0e,c0,0,0,0,0
2150072,19f,0,1,6,ff,ff,ee,7f,ff,2f,0,0
2150074,112,0,1,8,23,20,48,0f,2,73,b5,62
2150075,7be,0,1,8,0,c0,fa,1c,2,0,0,0
2150076,100,0,1,8,99,f7,7f,c0,5d,a6,87,70
2150076,0ef,0,1,8,11,f4,0,7d,21,0,7d,ff
2150077,1a1,0,1,5,7c,cb,0,0,8a,0,0,0
2150079,206,0,1,8,f0,2a,42,ff,ff,ff,ff,ff
2150079,0c3,0,1,8,91,77,0,e0,0,7d,ff,ff
2150079,201,0,1,8,a9,29,a9,29,ff,ff,ff,ff
2150083,2a7,0,1,5,c1,f4,fe,ff,14,0,0,0
2150084,112,0,1,8,23,20,48,0f,2,73,b5,62
2150085,03c,0,1,8,ff,5f,0,0,0,0,ff,ff
2150085,2c4,0,1,8,0,0,ff,0,c8,64,ff,cf
2150086,0a5,0,1,8,dd,f5,ff,f7,7f,0,0,c1
2150086,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150086,0d9,0,1,8,79,f5,0,10,0,f0,7f,c8
2150086,0f3,0,1,8,bf,5,0,ff,f0,c0,ff,ff
2150086,100,0,1,8,c5,f8,7f,c0,5d,a6,87,70
2150087,12f,0,1,8,32,2c,86,1a,f1,35,30,0
2150087,15f,0,1,8,76,f5,0,7d,0,ee,0,7d
2150087,304,0,1,6,ff,ff,77,3a,ff,ff,0,0
2150089,0c3,0,1,8,cd,78,0,e0,0,7d,ff,ff
2150091,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150091,258,0,1,2,44,44,0,0,0,0,0,0
2150092,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2150092,19a,0,1,6,ff,ff,fe,7d,ff,3f,0,0
2150092,19f,0,1,6,ff,ff,f7,7f,ff,2f,0,0
2150094,112,0,1,8,23,20,48,0f,2,73,b5,62
2150096,100,0,1,8,98,f9,7f,c0,5d,a6,87,70
2150096,0ef,0,1,8,4c,f5,0,7d,21,0,7d,ff
2150097,1a1,0,1,5,15,cd,0,0,8a,0,0,0
2150099,0c3,0,1,8,90,79,0,e0,0,7d,ff,ff
2150102,197,0,1,4,89,0,0e,c0,0,0,0,0
2150103,239,0,1,8,71,f7,3c,27,0,8d,ff,ff
2150104,112,0,1,8,23,20,48,0f,2,73,b5,62
2150105,0a5,0,1,8,3a,f6,ff,f7,7f,0,0,c1
2150105,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150106,0d9,0,1,8,9e,f6,0,10,0,f0,7f,c8
2150106,0f3,0,1,8,58,6,0,ff,f0,c0,ff,ff
2150106,100,0,1,8,7f,fa,7f,c0,5d,a6,87,70
2150106,15f,0,1,8,91,f6,0,7d,0,ee,0,7d
2150108,163,0,1,8,ff,ff,0,a5,ff,ff,ff,ff
2150108,173,0,1,8,0e,fb,0,0e,30,0,de,10
2150108,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2150109,0c3,0,1,8,77,7a,0,e0,0,7d,ff,ff
2150110,2c5,0,1,7,3a,f2,0,20,6,70,c8,0
2150111,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150111,258,0,1,2,44,44,0,0,0,0,0,0
2150111,301,0,1,7,ff,ff,ff,7f,ff,ff,cf,0
2150112,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2150112,19a,0,1,6,ff,ff,fe,7d,ff,3f,0,0
2150112,19f,0,1,6,ff,ff,5,80,ff,2f,0,0
2150113,2bb,0,1,5,f3,f0,0,0,f2,0,0,0
2150114,112,0,1,8,23,20,48,0f,2,73,b5,62
2150115,100,0,1,8,22,fb,7f,c0,5d,a6,87,70
2150116,0ef,0,1,8,ab,f6,0,7d,21,0,7d,ff
2150116,0a9,0,1,8,60,77,0,90,f1,0,0,ff
2150117,1a1,0,1,5,5a,c0,0,0,8a,0,0,0
2150118,2.00E+08,0,1,8,c0,18,c5,ff,ff,f4,f2,9e
2150119,3fd,0,1,5,93,2,0,0,ff,0,0,0
2150119,108,0,1,8,dc,7d,ff,2c,48,f3,ff,ff
2150119,0c3,0,1,8,2a,7b,0,e0,0,7d,ff,ff
2150119,206,0,1,8,ad,2b,42,ff,ff,ff,ff,ff
2150120,212,0,1,8,cd,f3,f9,ff,ff,ff,ff,ff
2150120,2db,0,1,8,ff,ff,ff,ff,bf,ff,ff,ff
2150120,2f1,0,1,8,a2,0f,0,b2,14,0,0,a0
2150120,32b,0,1,8,ff,ff,ff,ff,ff,ff,0,ff
2150121,331,0,1,8,ff,ff,ff,ef,7f,fe,f7,ff
2150121,3.00E+09,0,1,8,8,52,21,11,4,0,0,5e
2150122,272,0,1,8,5f,fb,1,12,ff,ff,ff,ff
2150123,03c,0,1,8,ff,5f,0,4,0,0,ff,ff
2150123,3a0,0,1,8,ff,ff,c0,ff,ff,ff,ff,fd
2150124,36f,0,1,5,20,fb,fe,ff,14,0,0,0
2150124,112,0,1,8,23,20,48,0f,2,73,b5,62
2150125,7bd,0,1,8,0,0,0,c0,ff,c0,1,8
2150125,7be,0,1,8,0b,0,0,0,0,0,0,0
2150125,0a5,0,1,8,67,f7,ff,f7,7f,0,0,c1
2150126,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150126,0d9,0,1,8,c3,f7,0,10,0,f0,7f,c8
2150126,0f3,0,1,8,5,7,0,ff,f0,c0,ff,ff
2150126,100,0,1,8,ac,fc,7f,c0,5d,a6,87,70
2150127,15f,0,1,8,cc,f7,0,7d,0,ee,0,7d
2150127,2a1,0,1,5,0,58,2,0,f0,0,0,0
2150127,1b6,0,1,7,0,c0,0,ff,ff,ff,ff,0
2150129,0c3,0,1,8,a4,7c,0,e0,0,7d,ff,ff
2150129,201,0,1,8,bd,29,bd,29,ff,ff,ff,ff
2150131,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150131,258,0,1,2,44,44,0,0,0,0,0,0
2150132,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2150132,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2150132,197,0,1,4,6,1,0e,c0,0,0,0,0
2150132,19f,0,1,6,ff,ff,f5,7f,ff,2f,0,0
2150134,112,0,1,8,23,20,48,0f,2,73,b5,62
2150136,100,0,1,8,f1,fd,7f,c0,5d,a6,87,70
2150136,0ef,0,1,8,f6,f7,0,7d,21,0,7d,ff
2150137,1a1,0,1,5,7d,c2,0,0,8a,0,0,0
2150139,0c3,0,1,8,f9,7d,0,e0,0,7d,ff,ff
2150141,314,0,1,3,11,2,ff,0,0,0,0,0
2150144,112,0,1,8,23,20,48,0f,2,73,b5,62
2150144,239,0,1,8,71,f7,3c,27,0,8d,ff,ff
2150145,2f5,0,1,8,60,0f,5b,20,21,0a,6,10
2150145,0a5,0,1,8,3b,f8,ff,f7,7f,0,0,c1
2150145,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150146,0d9,0,1,8,9f,f8,0,10,0,f0,7f,c8
2150146,0f3,0,1,8,59,8,0,ff,f0,c0,ff,ff
2150146,100,0,1,8,16,fe,7f,c0,5d,a6,87,70
2150146,15f,0,1,8,90,f8,0,7d,0,ee,0,7d
2150147,2b0,0,1,6,31,3c,2,c5,ff,ff,0,0
2150148,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2150149,0c3,0,1,8,1e,7e,0,e0,0,7d,ff,ff
2150151,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150151,258,0,1,2,44,44,0,0,0,0,0,0
2150152,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2150152,19a,0,1,6,ff,ff,fe,7d,ff,3f,0,0
2150152,19f,0,1,6,ff,ff,6,80,ff,2f,0,0
2150154,1ae,0,1,2,fb,ff,0,0,0,0,0,0
2150154,112,0,1,8,23,20,48,0f,2,73,b5,62
2150156,100,0,1,8,17,f0,7f,c0,5d,a6,87,70
2150156,0ef,0,1,8,aa,f8,0,7d,21,0,7d,ff
2150157,1a1,0,1,5,14,c4,0,0,8a,0,0,0
2150159,206,0,1,8,23,2c,42,ff,ff,ff,ff,ff
2150159,0c3,0,1,8,1f,70,0,e0,0,7d,ff,ff
2150162,197,0,1,4,8a,2,0e,c0,0,0,0,0
2150163,2a7,0,1,5,5c,f5,fe,ff,14,0,0,0
2150164,112,0,1,8,24,20,48,0f,2,73,b5,62
2150165,0a5,0,1,8,66,f9,ff,f7,7f,0,0,c1
2150165,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150166,0d9,0,1,8,c2,f9,0,10,0,f0,7f,c8
2150166,0f3,0,1,8,4,9,0,ff,f0,c0,ff,ff
2150166,100,0,1,8,4a,f1,7f,c0,5d,a6,87,70
2150166,15f,0,1,8,cd,f9,0,7d,0,ee,0,7d
2150169,0c3,0,1,8,42,71,0,e0,0,7d,ff,ff
2150170,5.00E+00,0,1,8,11,3,0,5,0f,0a,d5,1f
2150171,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150171,258,0,1,2,44,44,0,0,0,0,0,0
2150172,199,0,1,6,ff,ff,e9,7e,ff,bf,0,0
2150172,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2150172,19f,0,1,6,ff,ff,0,80,ff,2f,0,0
2150174,112,0,1,8,24,20,48,0f,2,73,b5,62
2150175,510,0,1,8,40,10,20,0,0,4,0,0
2150176,100,0,1,8,ad,f2,7f,c0,5d,a6,87,70
2150176,0ef,0,1,8,f7,f9,0,7d,21,0,7d,ff
2150177,1a1,0,1,5,33,c6,0,0,8a,0,0,0
2150179,0c3,0,1,8,a5,72,0,e0,0,7d,ff,ff
2150179,201,0,1,8,d0,29,d0,29,ff,ff,ff,ff
2150181,349,0,1,5,fe,ff,f4,24,0,0,0,0
2150184,112,0,1,8,24,20,48,0f,2,73,b5,62
2150184,431,0,1,8,ca,ff,54,0,11,2c,f3,4b
2150185,459,0,1,8,4e,28,db,84,b6,40,a5,8d
2150185,03c,0,1,8,ff,5f,0,4,0,0,ff,ff
2150185,0c0,0,1,2,f4,40,0,0,0,0,0,0
2150185,2c4,0,1,8,0,0,ff,0,c8,64,ff,cf
2150186,0a5,0,1,8,81,fa,ff,f7,7f,0,0,c1
2150186,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150186,0d9,0,1,8,25,fa,0,10,0,f0,7f,c8
2150186,0f3,0,1,8,e3,0a,0,ff,f0,c0,ff,ff
2150186,100,0,1,8,f0,f3,7f,c0,5d,a6,87,70
2150187,12f,0,1,8,6f,2d,86,1a,f1,35,30,0
2150187,15f,0,1,8,2a,fa,0,7d,0,ee,0,7d
2150188,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2150189,0c3,0,1,8,f8,73,0,e0,0,7d,ff,ff
2150191,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150191,258,0,1,2,44,44,0,0,0,0,0,0
2150192,199,0,1,6,ff,ff,df,7e,ff,bf,0,0
2150192,19a,0,1,6,ff,ff,8,7e,ff,3f,0,0
2150192,197,0,1,4,5,3,0e,c0,0,0,0,0
2150192,19f,0,1,6,ff,ff,f5,7f,ff,2f,0,0
2150194,112,0,1,8,23,20,48,0f,2,73,b5,62
2150194,297,0,1,7,80,ec,f0,e0,f2,92,ea,0
2150195,432,0,1,8,5c,f4,10,a6,c7,ff,0,ff
2150195,1.00E+01,0,1,6,c2,f9,0,ff,ff,ff,0,0
2150196,100,0,1,8,7e,f4,7f,c0,5d,a6,87,70
2150196,0ef,0,1,8,10,fa,0,7d,21,0,7d,ff
2150197,1a1,0,1,5,c6,c8,0,0,8a,0,0,0
2150199,206,0,1,8,7e,2d,42,ff,ff,ff,ff,ff
2150199,0c3,0,1,8,76,74,0,e0,0,7d,ff,ff
2150199,323,0,1,2,f1,ff,0,0,0,0,0,0
2150202,3b4,0,1,8,0c,0d,4d,f4,ba,ff,2,0
2150203,36e,0,1,5,ef,fb,fe,ff,14,0,0,0
2150204,112,0,1,8,24,20,48,0f,2,73,b5,62
2150205,0a5,0,1,8,dc,fb,ff,f7,7f,0,0,c1
2150205,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150206,0d9,0,1,8,78,fb,0,10,0,f0,7f,c8
2150206,0f3,0,1,8,be,0b,0,ff,f0,c0,ff,ff
2150206,100,0,1,8,23,f5,7f,c0,5d,a6,87,70
2150206,15f,0,1,8,77,fb,0,7d,0,ee,0,7d
2150208,163,0,1,8,ff,ff,0,a5,ff,ff,ff,ff
2150208,173,0,1,8,e8,f6,0,0e,30,0,de,10
2150209,0c3,0,1,8,2b,75,0,e0,0,7d,ff,ff
2150210,2c5,0,1,7,7c,f3,0,20,6,70,c8,0
2150210,34a,0,1,8,8a,d8,17,10,a7,b3,38,2d
2150211,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150211,258,0,1,2,44,44,0,0,0,0,0,0
2150212,199,0,1,6,ff,ff,e9,7e,ff,bf,0,0
2150212,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2150212,19f,0,1,6,ff,ff,2,80,ff,2f,0,0
2150213,2bb,0,1,5,48,fa,0,0,f2,0,0,0
2150214,112,0,1,8,24,20,48,0f,2,73,b5,62
2150215,100,0,1,8,c4,f6,7f,c0,5d,a6,87,70
2150216,0ef,0,1,8,4d,fb,0,7d,21,0,7d,ff
2150216,0a9,0,1,8,60,77,0,90,f1,0,0,ff
2150217,1a1,0,1,5,e1,ca,0,0,8a,0,0,0
2150218,2.00E+08,0,1,8,c0,18,c5,ff,ff,f4,f3,83
2150219,3fd,0,1,5,0e,3,0,0,ff,0,0,0
2150219,108,0,1,8,dc,7d,ff,2c,48,f3,ff,ff
2150219,0c3,0,1,8,cc,76,0,e0,0,7d,ff,ff
2150219,212,0,1,8,43,f4,f9,ff,ff,ff,ff,ff
2150220,2db,0,1,8,ff,ff,ff,ff,bf,ff,ff,ff
2150220,2f1,0,1,8,a2,0f,0,b2,14,0,0,a0
2150222,197,0,1,4,8f,4,0e,c0,0,0,0,0
2150224,112,0,1,8,24,20,48,0f,2,73,b5,62
2150225,7bd,0,1,8,0,0,0,c0,ff,c0,1,8
2150225,7be,0,1,8,5,0,0,0,0,0,0,e0
2150225,0a5,0,1,8,52,fc,ff,f7,7f,0,0,c1
2150226,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150226,0d9,0,1,8,f6,fc,0,10,0,f0,7f,c8
2150226,0f3,0,1,8,30,0c,0,ff,f0,c0,ff,ff
2150226,100,0,1,8,99,f7,7f,c0,5d,a6,87,70
2150227,15f,0,1,8,f9,fc,0,7d,0,ee,0,7d
2150227,2a1,0,1,5,0,58,2,0,f0,0,0,0
2150228,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2150229,0c3,0,1,8,91,77,0,e0,0,7d,ff,ff
2150229,201,0,1,8,e4,29,e4,29,ff,ff,ff,ff
2150231,34c,0,1,8,8,0,0,0,0,33,f1,ff
2150231,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150231,258,0,1,2,44,44,0,0,0,0,0,0
2150232,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2150232,19a,0,1,6,ff,ff,fe,7d,ff,3f,0,0
2150232,19f,0,1,6,ff,ff,5,80,ff,2f,0,0
2150234,112,0,1,8,24,20,48,0f,2,73,b5,62
2150235,100,0,1,8,c5,f8,7f,c0,5d,a6,87,70
2150236,0ef,0,1,8,c3,fc,0,7d,21,0,7d,ff
2150237,1a1,0,1,5,88,cc,0,0,8a,0,0,0
2150239,206,0,1,8,99,2e,42,ff,ff,ff,ff,ff
2150239,0c3,0,1,8,cd,78,0,e0,0,7d,ff,ff
2150243,2a7,0,1,5,e6,f6,fe,ff,14,0,0,0
2150244,51a,0,1,8,0,0,0,0,50,0,0,1a
2150244,112,0,1,8,24,20,48,0f,2,73,b5,62
2150245,2f5,0,1,8,60,0f,5b,20,21,0a,6,10
2150245,0a5,0,1,8,0f,fd,ff,f7,7f,0,0,c1
2150245,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150246,0d9,0,1,8,ab,fd,0,10,0,f0,7f,c8
2150246,0f3,0,1,8,6d,0d,0,ff,f0,c0,ff,ff
2150246,100,0,1,8,98,f9,7f,c0,5d,a6,87,70
2150246,15f,0,1,8,a4,fd,0,7d,0,ee,0,7d
2150247,2b0,0,1,6,31,3c,2,c5,ff,ff,0,0
2150249,0c3,0,1,8,90,79,0,e0,0,7d,ff,ff
2150251,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150251,258,0,1,2,44,44,0,0,0,0,0,0
2150252,199,0,1,6,ff,ff,fd,7e,ff,bf,0,0
2150252,19a,0,1,6,ff,ff,8,7e,ff,3f,0,0
2150252,197,0,1,4,0,5,0e,c0,0,0,0,0
2150252,19f,0,1,6,ff,ff,9,80,ff,2f,0,0
2150254,1ae,0,1,2,fb,ff,0,0,0,0,0,0
2150254,112,0,1,8,24,20,48,0f,2,73,b5,62
2150256,100,0,1,8,7f,fa,7f,c0,5d,a6,87,70
2150256,0ef,0,1,8,9e,fd,0,7d,21,0,7d,ff
2150257,1a1,0,1,5,af,ce,0,0,8a,0,0,0
2150259,0c3,0,1,8,77,7a,0,e0,0,7d,ff,ff
2150264,112,0,1,8,24,20,48,0f,2,73,b5,62
2150265,0a5,0,1,8,e8,fe,ff,f7,7f,0,0,c1
2150265,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150266,0d9,0,1,8,4c,fe,0,10,0,f0,7f,c8
2150266,0f3,0,1,8,8a,0e,0,ff,f0,c0,ff,ff
2150266,100,0,1,8,22,fb,7f,c0,5d,a6,87,70
2150266,15f,0,1,8,43,fe,0,7d,0,ee,0,7d
2150268,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2150269,201,0,1,8,f4,29,f4,29,ff,ff,ff,ff
2150269,0c3,0,1,8,2a,7b,0,e0,0,7d,ff,ff
2150271,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150271,258,0,1,2,44,44,0,0,0,0,0,0
2150272,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2150272,19a,0,1,6,ff,ff,8,7e,ff,3f,0,0
2150272,19f,0,1,6,ff,ff,f7,7f,ff,2f,0,0
2150274,112,0,1,8,24,20,48,0f,2,73,b5,62
2150275,7be,0,1,8,0c,41,0c,6c,0,0,0,0
2150276,100,0,1,8,ac,fc,7f,c0,5d,a6,87,70
2150276,0ef,0,1,8,79,fe,0,7d,21,0,7d,ff
2150277,1a1,0,1,5,c7,c1,0,0,8a,0,0,0
2150279,206,0,1,8,98,20,42,ff,ff,ff,ff,ff
2150279,0c3,0,1,8,a4,7c,0,e0,0,7d,ff,ff
2150279,201,0,1,8,f8,29,f8,29,ff,ff,ff,ff
2150282,197,0,1,4,8c,6,0e,c0,0,0,0,0
2150284,36f,0,1,5,d4,fc,fe,ff,14,0,0,0
2150284,112,0,1,8,24,20,48,0f,2,73,b5,62
2150285,03c,0,1,8,ff,5f,0,4,0,0,ff,ff
2150285,2c4,0,1,8,0,0,ff,0,c8,64,ff,cf
2150286,0a5,0,1,8,e9,f0,ff,f7,7f,0,0,c1
2150286,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150286,0d9,0,1,8,4d,f0,0,10,0,f0,7f,c8
2150286,0f3,0,1,8,8b,0,0,ff,f0,c0,ff,ff
2150286,100,0,1,8,f1,fd,7f,c0,5d,a6,87,70
2150287,12f,0,1,8,88,2e,86,1a,f1,35,30,0
2150287,15f,0,1,8,42,f0,0,7d,0,ee,0,7d
2150287,304,0,1,6,ff,ff,77,3a,ff,ff,0,0
2150289,0c3,0,1,8,f9,7d,0,e0,0,7d,ff,ff
2150291,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150291,258,0,1,2,44,44,0,0,0,0,0,0
2150292,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2150292,19a,0,1,6,ff,ff,fe,7d,ff,3f,0,0
2150292,19f,0,1,6,ff,ff,f1,7f,ff,2f,0,0
2150294,112,0,1,8,24,20,48,0f,2,73,b5,62
2150296,100,0,1,8,16,fe,7f,c0,5d,a6,87,70
2150296,0ef,0,1,8,78,f0,0,7d,21,0,7d,ff
2150297,1a1,0,1,5,e0,c3,0,0,8a,0,0,0
2150299,0c3,0,1,8,1e,7e,0,e0,0,7d,ff,ff
2150299,300,0,1,8,13,2e,59,96,65,19,90,65
2150301,314,0,1,3,11,2,ff,0,0,0,0,0
2150303,2f5,0,1,8,60,0f,5b,20,22,0a,6,10
2150304,112,0,1,8,24,20,48,0f,2,73,b5,62
2150305,0a5,0,1,8,b4,f1,ff,f7,7f,0,0,c1
2150305,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150306,0d9,0,1,8,10,f1,0,10,0,f0,7f,c8
2150306,0f3,0,1,8,d6,1,0,ff,f0,c0,ff,ff
2150306,100,0,1,8,17,f0,7f,c0,5d,a6,87,70
2150306,15f,0,1,8,1f,f1,0,7d,0,ee,0,7d
2150308,163,0,1,8,ff,ff,0,a5,ff,ff,ff,ff
2150308,173,0,1,8,66,f1,0,0e,30,0,de,10
2150308,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2150309,0c3,0,1,8,1f,70,0,e0,0,7d,ff,ff
2150310,19d,0,1,8,82,c8,91,6,ff,ff,ff,ff
2150310,2c5,0,1,7,b3,f4,0,20,6,70,c8,0
2150311,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150311,258,0,1,2,44,44,0,0,0,0,0,0
2150311,301,0,1,7,ff,ff,ff,7f,ff,ff,cf,0
2150312,199,0,1,6,ff,ff,7,7f,ff,bf,0,0
2150312,19a,0,1,6,ff,ff,fe,7d,ff,3f,0,0
2150312,197,0,1,4,3,7,0e,c0,0,0,0,0
2150312,19f,0,1,6,ff,ff,9,80,ff,2f,0,0
2150313,2bb,0,1,5,20,f5,0,0,f2,0,0,0
2150314,112,0,1,8,24,20,48,0f,2,73,b5,62
2150315,100,0,1,8,4a,f1,7f,c0,5d,a6,87,70
2150316,0ef,0,1,8,25,f1,0,7d,21,0,7d,ff
2150316,0a9,0,1,8,60,77,0,90,f1,0,0,ff
2150317,1a1,0,1,5,89,c5,0,0,8a,0,0,0
2150318,2.00E+08,0,1,8,c0,18,c5,ff,ff,f4,f4,d0
2150319,108,0,1,8,dc,7d,ff,2c,48,f3,ff,ff
2150319,3fd,0,1,5,fa,4,0,0,ff,0,0,0
2150319,0c3,0,1,8,42,71,0,e0,0,7d,ff,ff
2150319,206,0,1,8,c5,21,42,ff,ff,ff,ff,ff
2150320,212,0,1,8,1e,f5,f9,ff,ff,ff,ff,ff
2150320,2db,0,1,8,ff,ff,ff,ff,bf,ff,ff,ff
2150320,2f1,0,1,8,a2,0f,0,b2,14,0,0,a0
2150320,32b,0,1,8,ff,ff,ff,ff,ff,ff,0,ff
2150321,331,0,1,8,ff,ff,ff,ef,7f,fe,f7,ff
2150321,3.00E+09,0,1,8,8,52,21,11,4,0,0,5e
2150322,272,0,1,8,d1,fc,1,12,ff,ff,ff,ff
2150323,2a7,0,1,5,7b,f7,fe,ff,14,0,0,0
2150324,112,0,1,8,24,20,48,0f,2,73,b5,62
2150325,7bd,0,1,8,0,0,0,c0,ff,c0,1,8
2150325,7be,0,1,8,0,c0,fa,1c,2,0,0,0
2150325,0a5,0,1,8,53,f2,ff,f7,7f,0,0,c1
2150326,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150326,0d9,0,1,8,f7,f2,0,10,0,f0,7f,c8
2150326,0f3,0,1,8,31,2,0,ff,f0,c0,ff,ff
2150326,100,0,1,8,ad,f2,7f,c0,5d,a6,87,70
2150327,15f,0,1,8,f8,f2,0,7d,0,ee,0,7d
2150327,2a1,0,1,5,0,58,2,0,f0,0,0,0
2150329,0c3,0,1,8,a5,72,0,e0,0,7d,ff,ff
2150329,201,0,1,8,0b,2a,0b,2a,ff,ff,ff,ff
2150331,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150331,258,0,1,2,44,44,0,0,0,0,0,0
2150332,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2150332,19a,0,1,6,ff,ff,ea,7d,ff,3f,0,0
2150332,19f,0,1,6,ff,ff,0,80,ff,2f,0,0
2150334,112,0,1,8,24,20,48,0f,2,73,b5,62
2150334,239,0,1,8,71,f7,3c,27,0,8d,ff,ff
2150336,100,0,1,8,f0,f3,7f,c0,5d,a6,87,70
2150336,0ef,0,1,8,c2,f2,0,7d,21,0,7d,ff
2150337,1a1,0,1,5,ae,c7,0,0,8a,0,0,0
2150339,0c3,0,1,8,f8,73,0,e0,0,7d,ff,ff
2150342,197,0,1,4,85,8,0e,c0,0,0,0,0
2150344,112,0,1,8,23,20,48,0f,2,73,b5,62
2150345,2f5,0,1,8,60,0f,5b,20,22,0a,6,10
2150345,0a5,0,1,8,0e,f3,ff,f7,7f,0,0,c1
2150345,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150346,0d9,0,1,8,aa,f3,0,10,0,f0,7f,c8
2150346,0f3,0,1,8,6c,3,0,ff,f0,c0,ff,ff
2150346,100,0,1,8,7e,f4,7f,c0,5d,a6,87,70
2150346,15f,0,1,8,a5,f3,0,7d,0,ee,0,7d
2150347,2b0,0,1,6,31,3c,2,c5,ff,ff,0,0
2150348,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2150349,0c3,0,1,8,76,74,0,e0,0,7d,ff,ff
